sector,subsector,tipo,tipo_id,definicion,magnitudes,keywords_fuertes,keywords_debiles
RECURSOS HIDRICOS,EVACUACION DISPOSICION FINAL AGUAS SERVIDAS,RED DE ALCANTARILLADO Y AGUA POTABLE,RECURSOS_HIDRICOS.EVACUACION_DISPOSICION_FINAL_AGUAS_SERVIDAS.RED_DE_ALCANTARILLADO_Y_AGUA_POTABLE,Iniciativas de redes sanitarias consistentes en redes de agua potable y redes de evacuación de aguas servidas.,NUMERO DE UNIONES DOMICILIARIAS | METROS LINEALES (Se refiere a longitud total de tubería.),"potable, alcantarillado, agua, red, redes","consistentes, evacuacion, sanitarias, servidas, aguas"
RECURSOS HIDRICOS,EVACUACION DISPOSICION FINAL AGUAS SERVIDAS,RED DE ALCANTARILLADO,RECURSOS_HIDRICOS.EVACUACION_DISPOSICION_FINAL_AGUAS_SERVIDAS.RED_DE_ALCANTARILLADO,Iniciativas para redes de evacuación del servicio de alcantarillado en sectores urbanos o rurales.,NUMERO DE UNIONES DOMICILIARIAS | METROS LINEALES (Se refiere a longitud total de tubería.),"alcantarillado, red, sectores, evacuacion, urbanos","rurales, redes"
RECURSOS HIDRICOS,EVACUACION DISPOSICION FINAL AGUAS SERVIDAS,PLANTA TRATAMIENTO AGUAS SERVIDAS,RECURSOS_HIDRICOS.EVACUACION_DISPOSICION_FINAL_AGUAS_SERVIDAS.PLANTA_TRATAMIENTO_AGUAS_SERVIDAS,"Infraestructura destinada al tratamiento de aguas servidas: Plantas de Tratamiento Preliminar con Emisario, que se disponen al mar; Plantas de Tratamiento Biológico; Lagunas de Estabilización (para localidades pequeñas); Sistema de Lodos Activados, etc.",METROS CUBICOS POR DIA (Del caudal de diseño),"tratamiento, servidas, aguas, planta, plantas","preliminar, emisario, biologico, lagunas, pequenas, lodos, activados, disponen"
RECURSOS HIDRICOS,EVACUACION DISPOSICION FINAL AGUAS SERVIDAS,CASETAS SANITARIAS/ALCANTARILLADO,RECURSOS_HIDRICOS.EVACUACION_DISPOSICION_FINAL_AGUAS_SERVIDAS.CASETAS_SANITARIASALCANTARILLADO,Inicitivas de recintos sanitarios (baño y cocina) conectado a algun sistema de alcantarillado por red o sistema particular (fosa-pozo),NUMERO DE UNIONES DOMICILIARIAS | NUMERO DE CASETAS,"alcantarillado, casetas, sanitarias, sistema, recintos","bano, cocina, conectado, algun, particular, fosa, pozo, sanitarios"
RECURSOS HIDRICOS,EVACUACION DISPOSICION FINAL AGUAS SERVIDAS,CASETAS SANITARIAS/ALCANTARILLADO/PLANTA DE TRATAMIENTO,RECURSOS_HIDRICOS.EVACUACION_DISPOSICION_FINAL_AGUAS_SERVIDAS.CASETAS_SANITARIASALCANTARILLADOPLANTA_DE_TRATAMIENTO,Inicitivas de recintos sanitarios (baño y cocina) conectado a algun sistema de alcantarillado por red o sistema particular (fosa-pozo) y plantas de tratamiento sanitario de aguas servidas,NUMERO DE UNIONES DOMICILIARIAS | NUMERO DE CASETAS,"alcantarillado, casetas, sanitarias, tratamiento, planta","sistema, sanitario, recintos, bano, cocina, conectado, algun, particular"
RECURSOS HIDRICOS,EVACUACION DISPOSICION FINAL AGUAS SERVIDAS,CASETAS SANITARIAS/ALCANTARILLADO/AGUA POTABLE,RECURSOS_HIDRICOS.EVACUACION_DISPOSICION_FINAL_AGUAS_SERVIDAS.CASETAS_SANITARIASALCANTARILLADOAGUA_POTABLE,Inicitivas de recintos sanitarios (baño y cocina) conectado a redes de agua potable y a algun sistema de alcantarillado por red o sistema particular (fosa-pozo),NUMERO DE UNIONES DOMICILIARIAS | NUMERO DE CASETAS,"alcantarillado, casetas, potable, sanitarias, agua","sistema, recintos, bano, cocina, conectado, algun, particular, fosa"
RECURSOS HIDRICOS,EVACUACION DISPOSICION FINAL AGUAS SERVIDAS,CASETAS SANITARIAS /ALCANTARILLADO/AGUA POTABLE/ENERGIA,RECURSOS_HIDRICOS.EVACUACION_DISPOSICION_FINAL_AGUAS_SERVIDAS.CASETAS_SANITARIAS_ALCANTARILLADOAGUA_POTABLEENERGIA,"Inicitivas de recintos sanitarios (baño y cocina) conectado a redes de agua potable, a algun sistema de alcantarillado por red o sistema particular (fosa-pozo) y al suministro de energía electrica.",NUMERO DE UNIONES DOMICILIARIAS | NUMERO DE CASETAS,"alcantarillado, casetas, potable, sanitarias, energia","agua, sistema, suministro, recintos, bano, cocina, conectado, algun"
RECURSOS HIDRICOS,INTERSUBSECTORIAL RECURSOS HIDRICOS,INTERSUBSECTORIAL RECURSOS HIDRICOS,RECURSOS_HIDRICOS.INTERSUBSECTORIAL_RECURSOS_HIDRICOS.INTERSUBSECTORIAL_RECURSOS_HIDRICOS,Iniciativas que consideran acciones que agrupan proyectos relacionados con más de un subsector.,NUMERO DE ARRANQUES TOTALES (Para procesos de construcción instalación y reposición) | NUMERO DE ARRANQUES NUEVOS (Para proceso ampliación) | METROS LINEALES | METROS CUBICOS | METROS CUBICOS POR SEGUNDO | METROS CUBICOS POR DIA | METROS DE PROFUNDIDAD | NUMEROS DE UNIDADES DOMICILIARIAS | NUMERO DE CASETAS,"hidricos, recursos, intersubsectorial, consideran, acciones","agrupan, relacionados"
RECURSOS HIDRICOS,ADMINISTRACION RECURSOS HIDRICOS,EDIFICACION PUBLICA,RECURSOS_HIDRICOS.ADMINISTRACION_RECURSOS_HIDRICOS.EDIFICACION_PUBLICA,"Considera iniciativas de edificación y equipamiento destinadas al funcionamiento administrativo del sector, (por ejemplo: oficinas administrativas de la Dirección de Servicios Sanitarios del MOP y sus organismos dependientes)",METROS CUADRADOS (Se refiere al área de la infraestructura) | NUMERO DE FUNCIONARIOS | UNIDAD (Para la compra de equipos o equipamiento),"direccion, mop, sanitarios, organismos, dependientes",administrativas
RECURSOS HIDRICOS,RIEGO,EMBALSES,RECURSOS_HIDRICOS.RIEGO.EMBALSES,"Inciaitivas de infraestructura de riego consistente en obras de acumulación, regulación y distribución de agua.",HECTOMETROS CUBICOS (Se refiere a la capacidad a embalsar medido en volumen) | METROS LINEALES (Se refiere a la longitud de la red de canales),"embalses, acumulacion, regulacion, inciaitivas, riego","consistente, distribucion, agua"
RECURSOS HIDRICOS,RIEGO,RECARGA ACUIFERO,RECURSOS_HIDRICOS.RIEGO.RECARGA_ACUIFERO,"Iniciativas por el cual se añade agua a un acuífero desde la superficie para incrementar la disponibilidad de los recursos hídricos subterráneos. Puede realizarse por infiltración, donde el flujo de agua penetra a través del suelo por acción de la fuerza degravedad o por inyección, donde se introduce agua en el acuífero a una presión mayor a la atmosférica.",HECTOMETROS CUBICOS (Se refiere a la capacidad a embalsar medido en volumen),"acuifero, recarga, agua, anade, superficie","incrementar, disponibilidad, subterraneos, realizarse, infiltracion, flujo, penetra, accion"
RECURSOS HIDRICOS,RIEGO,CANALES,RECURSOS_HIDRICOS.RIEGO.CANALES,Inciaitivas de infaestructura de riego consistente en redes de distribución de agua (canales o acueductos),METROS LINEALES (Se refiere a la longitud de canales),"canales, infaestructura, acueductos, inciaitivas, riego","consistente, distribucion, redes, agua"
RECURSOS HIDRICOS,RIEGO,POZOS Y CANALES,RECURSOS_HIDRICOS.RIEGO.POZOS_Y_CANALES,Inciaitivas de infaestructura de riego consistente en obras de captación aguas subterraneas (pozos) y distribución de agua (canales o acueductos),METROS DE PROFUNDIDAD (Se refiere a la profundidad de los pozos) | METROS LINEALES (Se refiere a la longitud de canales),"pozos, canales, subterraneas, infaestructura, captacion","acueductos, inciaitivas, riego, consistente, distribucion, aguas, agua"
RECURSOS HIDRICOS,RIEGO,CAPTACIONES Y CANALES,RECURSOS_HIDRICOS.RIEGO.CAPTACIONES_Y_CANALES,Inciaitivas de infaestructura de riego consistente en obras de captación aguas superficiales (bocatomas) y distribución de agua (canales o acueductos),NUMERO DE OBRAS (Se refiere a la cantidad de captaciones o bocatomas) | METROS LINEALES (Se refiere a la longitud de canales),"captaciones, canales, superficiales, bocatomas, infaestructura","captacion, acueductos, inciaitivas, riego, consistente, distribucion, aguas, agua"
RECURSOS HIDRICOS,"DEFENSAS FLUVIALES, MARITIMAS Y CAUCES ARTIFICIALES *",ENROCADO,RECURSOS_HIDRICOS.DEFENSAS_FLUVIALES_MARITIMAS_Y_CAUCES_ARTIFICIALES_.ENROCADO,Iniciativas de proteccion de riberas a través de obras de enrocados,METROS LINEALES (Se refiere a la longitud en metros),"enrocado, enrocados, riberas, proteccion, traves",
RECURSOS HIDRICOS,"DEFENSAS FLUVIALES, MARITIMAS Y CAUCES ARTIFICIALES *",GAVIONES,RECURSOS_HIDRICOS.DEFENSAS_FLUVIALES_MARITIMAS_Y_CAUCES_ARTIFICIALES_.GAVIONES,Iniciativas de proteccion de riberas a través de obras de sistemas de contención con gaviones,METROS LINEALES (Se refiere a la longitud en metros),"gaviones, contencion, riberas, proteccion, sistemas",traves
RECURSOS HIDRICOS,"DEFENSAS FLUVIALES, MARITIMAS Y CAUCES ARTIFICIALES *",REVESTIMIENTO CANALIZACION,RECURSOS_HIDRICOS.DEFENSAS_FLUVIALES_MARITIMAS_Y_CAUCES_ARTIFICIALES_.REVESTIMIENTO_CANALIZACION,Iniciativas de revestimiento de canales,METROS LINEALES (Se refiere a la longitud en metros),"revestimiento, canalizacion, canales",
RECURSOS HIDRICOS,"DEFENSAS FLUVIALES, MARITIMAS Y CAUCES ARTIFICIALES *",ESPIGON,RECURSOS_HIDRICOS.DEFENSAS_FLUVIALES_MARITIMAS_Y_CAUCES_ARTIFICIALES_.ESPIGON,Iniciativas de abrigo o protección costera a través de espigón o espigones.,METROS CUBICOS DE MATERIAL (Se refiere al volumen de material a colocar),"espigon, espigones, abrigo, costera, proteccion",traves
RECURSOS HIDRICOS,"DEFENSAS FLUVIALES, MARITIMAS Y CAUCES ARTIFICIALES *",CONTROL ALUVIONAL,RECURSOS_HIDRICOS.DEFENSAS_FLUVIALES_MARITIMAS_Y_CAUCES_ARTIFICIALES_.CONTROL_ALUVIONAL,Iniciativas de proteccion de riberas a través de obras como piscinas de decantación o muros de retención.,METROS CUBICOS (Se refiere al volumen de material a colocar),"aluvional, control, decantacion, muros, retencion","riberas, piscinas, proteccion, traves"
RECURSOS HIDRICOS,"DEFENSAS FLUVIALES, MARITIMAS Y CAUCES ARTIFICIALES *",DEFENSA MARITIMA,RECURSOS_HIDRICOS.DEFENSAS_FLUVIALES_MARITIMAS_Y_CAUCES_ARTIFICIALES_.DEFENSA_MARITIMA,Iniciativas de proteccion de riberas a través de obras de enrocados,METROS CUBICOS (Se refiere al volumen de material a colocar),"maritima, defensa, enrocados, riberas, proteccion",traves
RECURSOS HIDRICOS,"DEFENSAS FLUVIALES, MARITIMAS Y CAUCES ARTIFICIALES *","OTROS DEFENSAS FLUVIALES, MARITIMAS Y CAUCES ARTIFICIALES",RECURSOS_HIDRICOS.DEFENSAS_FLUVIALES_MARITIMAS_Y_CAUCES_ARTIFICIALES_.OTROS_DEFENSAS_FLUVIALES_MARITIMAS_Y_CAUCES_ARTIFICIALES,Otras iniciativas que no son clasificables en tipos anteriores,METROS LINEALES | METROS CUBICOS | METROS CUBICOS DE MATERIAL,"cauces, artificiales, defensas, fluviales, maritimas",
RECURSOS HIDRICOS,RECURSOS HIDRICOS,RED DE MONITOREO,RECURSOS_HIDRICOS.RECURSOS_HIDRICOS.RED_DE_MONITOREO,"Infraestructura y equipamiento para la Red Hidrométrica Nacional de la DGA que está conformada por estaciones Fluviométricas, Piezométricas, Meteorológicas, Sedimentológicas y Embalses.",NUMERO DE ESTACIONES (Cada estación cuenta con una obra civil donde se instala el instrumento de medición.),"monitoreo, red, hidrometrica, dga, conformada","fluviometricas, piezometricas, meteorologicas, sedimentologicas, embalses, estaciones"
RECURSOS HIDRICOS,RECURSOS HIDRICOS,OTROS RECURSOS HIDRICOS,RECURSOS_HIDRICOS.RECURSOS_HIDRICOS.OTROS_RECURSOS_HIDRICOS,Otras iniciativas que no son clasificables en tipos anteriores.,UNIDAD | METROS LINEALES | METROS CUADRADOS,"hidricos, recursos",
EDUCACIÓN,EDUCACION PREBASICA,JARDIN INFANTIL,EDUCACION.EDUCACION_PREBASICA.JARDIN_INFANTIL,"Establecimientos para cuidado, educación, alimentación y atención social de infantes en edad preescolar.",METROS CUADRADOS,"jardin, infantil, preescolar, infantes, edad","cuidado, alimentacion, social, atencion, educacion"
EDUCACIÓN,EDUCACION PREBASICA,JARDIN INFANTIL Y SALA CUNA,EDUCACION.EDUCACION_PREBASICA.JARDIN_INFANTIL_Y_SALA_CUNA,"Establecimiento para cuidado, educación, alimentación y atención social de infantes de sala cuna y jardin infantil.",METROS CUADRADOS,"jardin, infantil, sala, cuna, infantes","cuidado, alimentacion, social, atencion, educacion"
EDUCACIÓN,EDUCACION PREBASICA,SALA CUNA,EDUCACION.EDUCACION_PREBASICA.SALA_CUNA,"Establecimiento para cuidado, educación, alimentación y atención social de menores de 2 años de edad.",METROS CUADRADOS,"sala, cuna, edad, cuidado, alimentacion","menores, social, atencion, educacion"
EDUCACIÓN,EDUCACION BASICA Y MEDIA,ESCUELA BASICA,EDUCACION.EDUCACION_BASICA_Y_MEDIA.ESCUELA_BASICA,Infraestructura para establecimiento que imparte educación básica.,METROS CUADRADOS,"escuela, basica, imparte, educacion",
EDUCACIÓN,EDUCACION BASICA Y MEDIA,ESCUELA BASICA MAS KINDER Y/O PREKINDER,EDUCACION.EDUCACION_BASICA_Y_MEDIA.ESCUELA_BASICA_MAS_KINDER_YO_PREKINDER,Infraestructura para establecimiento que imparte educación básica y prebásica.,METROS CUADRADOS,"kinder, prekinder, escuela, basica, prebasica","imparte, educacion"
EDUCACIÓN,EDUCACION BASICA Y MEDIA,COLEGIO BASICA/MEDIA CIENTIFICO HUMANISTA,EDUCACION.EDUCACION_BASICA_Y_MEDIA.COLEGIO_BASICAMEDIA_CIENTIFICO_HUMANISTA,Infraestructura para establecimiento que imparte educación básica y media científico humanista.,METROS CUADRADOS,"cientifico, humanista, colegio, basica, media","imparte, educacion"
EDUCACIÓN,EDUCACION BASICA Y MEDIA,COLEGIO PREBASICA/BASICA/MEDIA CIENTIFICO HUMANISTA,EDUCACION.EDUCACION_BASICA_Y_MEDIA.COLEGIO_PREBASICABASICAMEDIA_CIENTIFICO_HUMANISTA,"Infraestructura para establecimiento que imparte educación prebásica, básica y media científico humanista.",METROS CUADRADOS,"prebasica, cientifico, humanista, colegio, basica","media, imparte, educacion"
EDUCACIÓN,EDUCACION BASICA Y MEDIA,INTERNADO,EDUCACION.EDUCACION_BASICA_Y_MEDIA.INTERNADO,Iniciativas de infraestructura para la habitación de alumnos en régimen de internado.,METROS CUADRADOS,"internado, habitacion, alumnos, regimen",
EDUCACIÓN,EDUCACION BASICA Y MEDIA,LICEO CIENTIFICO HUMANISTA,EDUCACION.EDUCACION_BASICA_Y_MEDIA.LICEO_CIENTIFICO_HUMANISTA,Infraestructura para establecimiento que imparte educación media científico humanista.,METROS CUADRADOS,"cientifico, humanista, liceo, imparte, media",educacion
EDUCACIÓN,EDUCACION MEDIA TECNICO,LICEO TECNICO PROFESIONAL,EDUCACION.EDUCACION_MEDIA_TECNICO.LICEO_TECNICO_PROFESIONAL,Iniciativa de infraestructura de educación media con formación técnico-profesional.,METROS CUADRADOS,"tecnico, profesional, liceo, formacion, media",educacion
EDUCACIÓN,EDUCACION MEDIA TECNICO,INTERNADO,EDUCACION.EDUCACION_MEDIA_TECNICO.INTERNADO,Iniciativas de infraestructura para el hospedaje de alumnos en régimen de internado.,METROS CUADRADOS,"internado, hospedaje, alumnos, regimen",
EDUCACIÓN,EDUCACION SUPERIOR,UNIVERSIDAD,EDUCACION.EDUCACION_SUPERIOR.UNIVERSIDAD,"Infraestructura para establecimiento que imparte educación superior (universidad, centro de formación técnica, instituto profesional)",METROS CUADRADOS,"universidad, superior, tecnica, profesional, instituto","imparte, formacion, educacion, centro"
EDUCACIÓN,EDUCACION ADULTOS,ADULTOS,EDUCACION.EDUCACION_ADULTOS.ADULTOS,"Infraestructura para establecimientos destinados específicamente a la formación de adultos, que deseen iniciar o completar estudios en educación básica, media o media técnica.",METROS CUADRADOS,"adultos, media, especificamente, deseen, iniciar","completar, estudios, tecnica, basica, formacion, destinados, educacion"
EDUCACIÓN,EDUCACION DIFERENCIAL Y ESPECIAL,ESCUELA BASICA DIFERENCIAL,EDUCACION.EDUCACION_DIFERENCIAL_Y_ESPECIAL.ESCUELA_BASICA_DIFERENCIAL,Infraestructura para establecimiento que imparte educación básica diferencial.,METROS CUADRADOS,"diferencial, escuela, basica, imparte, educacion",
EDUCACIÓN,INTERSUBSECTORIAL EDUCACION,INTERSUBSECTORIAL EDUCACION,EDUCACION.INTERSUBSECTORIAL_EDUCACION.INTERSUBSECTORIAL_EDUCACION,Iniciativas que consideran acciones que agrupan proyectos relacionados con más de un subsector.,METROS CUADRADOS,"intersubsectorial, educacion, consideran, acciones, agrupan",relacionados
EDUCACIÓN,ADMINISTRACION EDUCACION,EDIFICACION PUBLICA,EDUCACION.ADMINISTRACION_EDUCACION.EDIFICACION_PUBLICA,"Considera iniciativas de edificación y equipamiento destinadas al funcionamiento administrativo del sector, (por ejemplo: oficinas administrativas del Ministerio de Educación, Ministerio de las Culturas, las Artes y el Patrimonio y sus organismos dependientes).",METROS CUADRADOS | NUMERO DE FUNCIONARIOS | UNIDAD (Para la compra de equipos o equipamiento),"culturas, artes, patrimonio, organismos, dependientes","administrativas, educacion"
CULTURA Y PATRIMONIO,CULTURA,BIBLIOTECA,CULTURA_Y_PATRIMONIO.CULTURA.BIBLIOTECA,"Iniciativas para infraestructura de bibliotecas de nivel nacional, regional, provincial, comunal o local.",METROS CUADRADOS,"biblioteca, bibliotecas, nivel",
CULTURA Y PATRIMONIO,CULTURA,CENTRO CULTURAL,CULTURA_Y_PATRIMONIO.CULTURA.CENTRO_CULTURAL,"Iniciativas para infraestructura de centros culturales de nivel nacional, regional, provincial, comunal o local.",METROS CUADRADOS,"cultural, centro, culturales, centros, nivel",
CULTURA Y PATRIMONIO,CULTURA,CASA DE LA CULTURA,CULTURA_Y_PATRIMONIO.CULTURA.CASA_DE_LA_CULTURA,Iniciativas para infraestructura de Casa de la Cultura de nivel comunal o local,METROS CUADRADOS,"cultura, casa, nivel",
CULTURA Y PATRIMONIO,CULTURA,TEATRO,CULTURA_Y_PATRIMONIO.CULTURA.TEATRO,"Iniciativas para infraestructura de teatros de nivel nacional, regional, provincial, comunal o local.",METROS CUADRADOS,"teatro, teatros, nivel",
CULTURA Y PATRIMONIO,CULTURA,MUSEO,CULTURA_Y_PATRIMONIO.CULTURA.MUSEO,"Iniciativas para infraestructura de museos de nivel nacional, regional, provincial, comunal o local, tales como Casa Museo, Museos, Museos Comunitarios, Museos de Sitio, Salas de exposición museográficas.",METROS CUADRADOS,"museo, museos, comunitarios, salas, exposicion","museograficas, sitio, casa, nivel"
CULTURA Y PATRIMONIO,CULTURA,ARCHIVOS,CULTURA_Y_PATRIMONIO.CULTURA.ARCHIVOS,"Iniciativas para infraestructura para el Archivo Nacional Histórico, Archivo Nacional de la Administración, Archivo de Tarapacá y Archivo de Araucanía.",METROS CUADRADOS,"archivos, archivo, historico, tarapaca, araucania",
CULTURA Y PATRIMONIO,CULTURA,OTROS CULTURA,CULTURA_Y_PATRIMONIO.CULTURA.OTROS_CULTURA,Otras iniciativas que no son clasificables en tipos anteriores.,METROS CUADRADOS,cultura,
CULTURA Y PATRIMONIO,PATRIMONIO,BIBLIOTECA,CULTURA_Y_PATRIMONIO.PATRIMONIO.BIBLIOTECA,"Iniciativas para infraestructura de bibliotecas de nivel nacional, regional, provincial, comunal o local.",METROS CUADRADOS,"biblioteca, bibliotecas, nivel",
CULTURA Y PATRIMONIO,PATRIMONIO,CENTRO CULTURAL,CULTURA_Y_PATRIMONIO.PATRIMONIO.CENTRO_CULTURAL,"Iniciativas para infraestructura de centros culturales de nivel nacional, regional, provincial, comunal o local.",METROS CUADRADOS,"cultural, centro, culturales, centros, nivel",
CULTURA Y PATRIMONIO,PATRIMONIO,CASA DE LA CULTURA,CULTURA_Y_PATRIMONIO.PATRIMONIO.CASA_DE_LA_CULTURA,Iniciativas para infraestructura de Casa de la Cultura de nivel comunal o local,METROS CUADRADOS,"cultura, casa, nivel",
CULTURA Y PATRIMONIO,PATRIMONIO,IGLESIA/TEMPLO,CULTURA_Y_PATRIMONIO.PATRIMONIO.IGLESIATEMPLO,Iniciativas para infraestructura de iglesias o templos patrimoniales,METROS CUADRADOS,"iglesia, templo, templos, patrimoniales, iglesias",
CULTURA Y PATRIMONIO,PATRIMONIO,TEATRO,CULTURA_Y_PATRIMONIO.PATRIMONIO.TEATRO,"Iniciativas para infraestructura patrimonial de teatros de nivel nacional, regional, provincial, comunal o local.",METROS CUADRADOS,"teatro, patrimonial, teatros, nivel",
CULTURA Y PATRIMONIO,PATRIMONIO,MUSEO,CULTURA_Y_PATRIMONIO.PATRIMONIO.MUSEO,"Iniciativas para infraestructura de museos de nivel nacional, regional, provincial, comunal o local, tales como Casa Museo, Museos, Museos Comunitarios, Museos de Sitio, Salas de exposición museográficas.",METROS CUADRADOS,"museo, museos, comunitarios, salas, exposicion","museograficas, sitio, casa, nivel"
CULTURA Y PATRIMONIO,PATRIMONIO,OTROS PATRIMONIO,CULTURA_Y_PATRIMONIO.PATRIMONIO.OTROS_PATRIMONIO,Otras iniciativas que no son clasificables en tipos anteriores.,METROS CUADRADOS,patrimonio,
CULTURA Y PATRIMONIO,INTERSUBSECTORIAL CULTURA Y PATRIMONIO,INTERSUBSECTORIAL CULTURA Y PATRIMONIO,CULTURA_Y_PATRIMONIO.INTERSUBSECTORIAL_CULTURA_Y_PATRIMONIO.INTERSUBSECTORIAL_CULTURA_Y_PATRIMONIO,Iniciativas que consideran acciones que agrupan proyectos relacionados con más de un subsector.,METROS CUADRADOS,"cultura, patrimonio, intersubsectorial, consideran, acciones","agrupan, relacionados"
CULTURA Y PATRIMONIO,ADMINISTRACION CULTURA Y PATRIMONIO,EDIFICACION PUBLICA,CULTURA_Y_PATRIMONIO.ADMINISTRACION_CULTURA_Y_PATRIMONIO.EDIFICACION_PUBLICA,"Considera iniciativas de edificación y equipamiento destinadas al funcionamiento administrativo del sector, (por ejemplo: oficinas administrativas del Ministerio de Educación, Ministerio de las Culturas, las Artes y el Patrimonio y sus organismos dependientes).",METROS CUADRADOS | NUMERO DE FUNCIONARIOS | UNIDAD (Para la compra de equipos o equipamiento),"culturas, artes, patrimonio, organismos, dependientes","administrativas, educacion"
SEGURIDAD PUBLICA,SEGURIDAD PUBLICA,COMISARIA CARABINEROS,SEGURIDAD_PUBLICA.SEGURIDAD_PUBLICA.COMISARIA_CARABINEROS,Iniciativas para la Infraestructura para Comisarías de Carabineros de Chile,METROS CUADRADOS,"comisaria, carabineros, comisarias, chile",
SEGURIDAD PUBLICA,SEGURIDAD PUBLICA,PREFECTURA CARABINEROS,SEGURIDAD_PUBLICA.SEGURIDAD_PUBLICA.PREFECTURA_CARABINEROS,Iniciativas para la Infraestructura para Prefecturas de Carabineros de Chile,METROS CUADRADOS,"prefectura, carabineros, prefecturas, chile",
SEGURIDAD PUBLICA,SEGURIDAD PUBLICA,RETEN CARABINEROS,SEGURIDAD_PUBLICA.SEGURIDAD_PUBLICA.RETEN_CARABINEROS,Iniciativas para la Infraestructura para Retenes de Carabineros de Chile,METROS CUADRADOS,"reten, carabineros, retenes, chile",
SEGURIDAD PUBLICA,SEGURIDAD PUBLICA,SUBCOMISARIA CARABINEROS,SEGURIDAD_PUBLICA.SEGURIDAD_PUBLICA.SUBCOMISARIA_CARABINEROS,Iniciativas para la Infraestructura para Sub-Comisarías de Carabineros de Chile,METROS CUADRADOS,"subcomisaria, carabineros, sub, comisarias, chile",
SEGURIDAD PUBLICA,SEGURIDAD PUBLICA,TENENCIA CARABINEROS,SEGURIDAD_PUBLICA.SEGURIDAD_PUBLICA.TENENCIA_CARABINEROS,Iniciativas para la Infraestructura para Tenencias de Carabineros de Chile,METROS CUADRADOS,"tenencia, carabineros, tenencias, chile",
SEGURIDAD PUBLICA,SEGURIDAD PUBLICA,CUARTEL BOMBEROS,SEGURIDAD_PUBLICA.SEGURIDAD_PUBLICA.CUARTEL_BOMBEROS,Iniciativas para la Infraestructura y equipamiento para Cuarteles de Bomberos,METROS CUADRADOS,"bomberos, cuartel, cuarteles",
SEGURIDAD PUBLICA,SEGURIDAD PUBLICA,CUARTEL PDI,SEGURIDAD_PUBLICA.SEGURIDAD_PUBLICA.CUARTEL_PDI,Iniciativas para la Infraestructura para Cuarteles de Policía de Investigaciones de Chile,METROS CUADRADOS,"pdi, cuartel, policia, investigaciones, cuarteles",chile
SEGURIDAD PUBLICA,SEGURIDAD PUBLICA,SISTEMAS DE ALERTA,SEGURIDAD_PUBLICA.SEGURIDAD_PUBLICA.SISTEMAS_DE_ALERTA,Sistemas de alerta temprana para tsunamis,UNIDAD (Considera señaléticas),"alerta, sistemas, temprana, tsunamis",
SEGURIDAD PUBLICA,SEGURIDAD PUBLICA,OTROS PROTECCION CIVIL,SEGURIDAD_PUBLICA.SEGURIDAD_PUBLICA.OTROS_PROTECCION_CIVIL,"Iniciativas de infraestructura de protección civil como centros de control, refugios, vías de evacuación, entre otros.",METROS CUADRADOS | KILOMETROS,"civil, proteccion, refugios, evacuacion, control","vias, centros"
SEGURIDAD PUBLICA,ADMINISTRACION SEGURIDAD PUBLICA,EDIFICACION PUBLICA,SEGURIDAD_PUBLICA.ADMINISTRACION_SEGURIDAD_PUBLICA.EDIFICACION_PUBLICA,"Considera iniciativas de edificación y equipamiento destinadas al funcionamiento administrativo del sector, (por ejemplo: oficinas administrativas del Ministerio de Interior y Seguridad Pública y sus organismos dependientes)",METROS CUADRADOS | NUMERO DE FUNCIONARIOS | UNIDAD (Para la compra de equipos o equipamiento),"interior, seguridad, organismos, dependientes, administrativas",
SEGURIDAD PUBLICA,INTERSUBSECTORIAL SEGURIDAD PUBLICA,INTERSUBSECTORIAL SEGURIDAD PUBLICA,SEGURIDAD_PUBLICA.INTERSUBSECTORIAL_SEGURIDAD_PUBLICA.INTERSUBSECTORIAL_SEGURIDAD_PUBLICA,Iniciativas que consideran acciones que agrupan proyectos relacionados con más de un subsector.,METROS CUADRADOS | UNIDAD | KILOMETROS,"seguridad, intersubsectorial, consideran, acciones, agrupan",relacionados
SALUD,ADMINISTRACION SALUD,EDIFICACION PUBLICA,SALUD.ADMINISTRACION_SALUD.EDIFICACION_PUBLICA,"Considera iniciativas de edificación y equipamiento destinadas al funcionamiento administrativo del sector, (por ejemplo: oficinas administrativas del Ministerio de Salud, sus organismos dependientes y Servicios de Salud)",METROS CUADRADOS | NUMERO DE FUNCIONARIOS | UNIDAD (Para la compra de equipos o equipamiento),"salud, organismos, dependientes, administrativas",
SALUD,INTERSUBSECTORIAL SALUD,INTERSUBSECTORIAL SALUD,SALUD.INTERSUBSECTORIAL_SALUD.INTERSUBSECTORIAL_SALUD,Iniciativas que consideran acciones que agrupan proyectos relacionados con más de un subsector.,METROS CUADRADOS | UNIDAD,"intersubsectorial, salud, consideran, acciones, agrupan",relacionados
SALUD,SALUD PUBLICA,LABORATORIO DE SALUD PUBLICA,SALUD.SALUD_PUBLICA.LABORATORIO_DE_SALUD_PUBLICA,Iniciativas de inafrestructura de la red de laboratorios clínicos de salud pública MINSAL,METROS CUADRADOS,"laboratorio, salud, inafrestructura, clinicos, minsal","laboratorios, red"
SALUD,SALUD PUBLICA,INSTITUTO DE SALUD PUBLICA,SALUD.SALUD_PUBLICA.INSTITUTO_DE_SALUD_PUBLICA,Iniciativas de infraestructura para el Instituto de Salud Pública (ISP),METROS CUADRADOS,"instituto, salud, isp",
